SKU,Title,Description,Stock,Price,Assets,DataSheet,Brand,Category
VZ1,Schneider TeSys VARIO - additional pole - 32 A - for V1 VZ1,"TeSys Vario add-on module, main pole 32A 690V, for Vario switch-disconnectors. To be used with V1 switch bodies.  A maximum of 3 additional VZ1 modules can be attached to the switch body. Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,12.21,https://download.schneider-electric.com/files?p_Doc_Ref=ODAPG114006_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ1,Schneider,Relays
VZ11,Schneider TeSys VARIO - additional neutral block - 40 A - for V02...V2 VZ11,"TeSys Vario add-on module, neutral pole 12-40A 690V, for TeSys Vario switch-disconnector. To be used with V02 to V2 switch bodies. Contacts with early make and late break action.  Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,16.65,https://download.schneider-electric.com/files?p_Doc_Ref=PIO00009841&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ11,Schneider,Relays
VZ12,Schneider TeSys VARIO - additional neutral block - 80 A - for V3 / V4 VZ12,"TeSys Vario add-on module, neutral pole 63-80A 690V, for TeSys Vario switch-disconnector. To be used with V3 and V4 switch bodies. Contacts with early make and late break action.  Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,24.42,https://download.schneider-electric.com/files?p_Doc_Ref=PIO00009842&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ12,Schneider,Relays
VZ13,Schneider TeSys VARIO - additional neutral block - 175 A - for V5 / V6 VZ13,"TeSys Vario add-on module, neutral pole 125-175A 690V, for TeSys Vario switch-disconnector. To be used with V5 and V6 switch bodies. Contacts with early make and late break action.  Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,35.52,https://download.schneider-electric.com/files?p_Doc_Ref=ODA9232_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ13,Schneider,Relays
VZ14,Schneider TeSys VARIO - additional earthing block - 40 A - for V02...V2 VZ14,"TeSys Vario add-on module, earthing module 12-40A 690V, for TeSys Vario switch-disconnector. To be used with V02 to V2 switch bodies.   Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,16.65,https://download.schneider-electric.com/files?p_Doc_Ref=PIO00009315&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ14,Schneider,Relays
VZ15,Schneider TeSys VARIO - additional earthing block - 80 A - for V3 / V4 VZ15,"TeSys Vario add-on module, earthing module 63-80A 690V, for TeSys Vario switch-disconnector. To be used with V3 and V4 switch bodies.   Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,22.2,https://download.schneider-electric.com/files?p_Doc_Ref=ODAPG114005_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ15,Schneider,Relays
VZ16,Schneider TeSys VARIO - additional earthing block - 175 A - for V5 / V6 VZ16,"TeSys Vario add-on module, earthing module 125-175A 690V, for TeSys Vario switch-disconnector. To be used with V5 and V6 switch bodies.   Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,29.97,https://download.schneider-electric.com/files?p_Doc_Ref=ODAPG114005_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ16,Schneider,Relays
VZ17,Schneider TeSys VARIO - shaft extension - for V02...V2 VZ17,"TeSys Vario shaft extension, for TeSys Vario switch bodies V02 to V2. It allows the operation of a switch body located on the back of enclosure with a door-mounted handle. Possible distance between back of enclosure and door 300-330mm.  Green Premium compliant (RoHS/REACh).                    ",200,9.99,https://download.schneider-electric.com/files?p_Doc_Ref=ODAVZ31&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ17,Schneider,Relays
VZ18,Schneider TeSys VARIO - shaft extension - for V3 / V4 / V5 / V6 VZ18,"TeSys Vario shaft extension, for TeSys Vario switch bodies V3 to V6. It allows the operation of a switch body located on the back of enclosure with a door-mounted handle. Possible distance between back of enclosure and door 300-320mm for V3-V4 and 330-350mm for V5-V6.  Green Premium compliant (RoHS/REACh).                    ",200,11.1,https://download.schneider-electric.com/files?p_Doc_Ref=VZ18-image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ18,Schneider,Relays
VZ2,Schneider TeSys VARIO - additional pole - 40 A - for V2 VZ2,"TeSys Vario add-on module, main pole 40A 690V, for Vario switch-disconnectors. To be used with V2 switch bodies.  A maximum of 3 additional VZ2 modules can be attached to the switch body. Multi standards certified (IEC, UL, CSA, CCC, EAC), Green Premium compliant (RoHS/REACh).                    ",200,14.43,https://download.schneider-electric.com/files?p_Doc_Ref=ODAPG114006_SE&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/VZ2,Schneider,Relays
